Match Name,Match ID,Player ID,Player Username,Team Name,beatmap ID,Map Name,Mod Used,Star Rating,Score,Accuracy,Combo,Max Combo,Player Rank,Player PP,Player playcount,Aim Difficulty,Speed Difficulty,300s count,100s count,50s count,Miss Count
mrc4: Qualifier Lobby L11,103554637,14873575,N/A,Squirtle Squad,3193407,Negai no Hana,,5.8634,308415,91.92%,496,1554,0,0,0,2.93195,2.66612,893,107,4,7
mrc4: Qualifier Lobby L11,103554637,20761711,Wakeshima Kanon,Squirtle Squad,125448,Pure Ruby,,5.84264,276536,86.98%,328,850,3745,9358.77,74043,2.31266,3.13797,545,84,17,16
mrc4: Qualifier Lobby L11,103554637,14873575,N/A,Squirtle Squad,125448,Pure Ruby,,5.84264,792147,89.53%,850,850,0,0,0,2.31266,3.13797,560,94,8,0
mrc4: Qualifier Lobby L11,103554637,20761711,Wakeshima Kanon,Squirtle Squad,3604780,Hi wa Mata Noboru kara,,4.45258,468560,95.50%,549,1210,3745,9358.77,74043,2.31829,1.89432,792,42,6,5
mrc4: Qualifier Lobby L11,103554637,14873575,N/A,Squirtle Squad,3604780,Hi wa Mata Noboru kara,,4.45258,587965,95.03%,765,1210,0,0,0,2.31829,1.89432,784,56,2,3
mrc4: Qualifier Lobby L11,103554637,20761711,Wakeshima Kanon,Squirtle Squad,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,414669,92.50%,662,1478,3745,9358.77,74043,1.98972,2.29224,845,94,9,1
mrc4: Qualifier Lobby L11,103554637,14873575,N/A,Squirtle Squad,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,935666,92.27%,1473,1478,0,0,0,1.98972,2.29224,840,105,4,0
mrc4: Qualifier Lobby L11,103554637,20761711,Wakeshima Kanon,Squirtle Squad,3335524,EOS,,4.23177,504089,93.47%,391,823,3745,9358.77,74043,1.79658,2.20561,451,41,5,1
mrc4: Qualifier Lobby L11,103554637,14873575,N/A,Squirtle Squad,3335524,EOS,,4.23177,511799,93.64%,362,823,0,0,0,1.79658,2.20561,452,41,4,1
mrc4: Qualifier Lobby L11,103554637,11076988,GaryWombo,Squirtle Squad,2279885,Hotohashiru,,5.65755,403709,96.63%,495,1642,8237,8106.59,135115,2.89526,2.48388,1016,27,7,12
mrc4: Qualifier Lobby L11,103554637,14873575,N/A,Squirtle Squad,2279885,Hotohashiru,,5.65755,317083,93.68%,373,1642,0,0,0,2.89526,2.48388,968,78,5,11
mrc4: Qualifier Lobby L11,103554637,20761711,Wakeshima Kanon,Squirtle Squad,2643263,LEMONS feat. kennedi,,4.58903,513153,95.94%,286,701,3745,9358.77,74043,2.46422,1.81649,499,27,3,1
mrc4: Qualifier Lobby L11,103554637,11076988,GaryWombo,Squirtle Squad,2643263,LEMONS feat. kennedi,,4.58903,552915,95.85%,369,701,8237,8106.59,135115,2.46422,1.81649,498,30,0,2
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,2510762,Sakura no Uta,,6.33815,537186,95.80%,853,1299,47765,5393.71,86762,3.30298,2.69249,878,47,1,7
MRC: Qualifiers L6,103565358,14317355,Lazeey,USA,2510762,Sakura no Uta,,6.33815,328359,93.28%,537,1299,61819,4986.14,47372,3.30298,2.69249,846,67,12,8
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,3650832,Youyoumu ~ Run or Dash,,6.44149,256724,91.14%,496,1476,47765,5393.71,86762,3.05678,3.10891,1090,129,5,20
MRC: Qualifiers L6,103565358,14317355,Lazeey,USA,3650832,Youyoumu ~ Run or Dash,,6.44149,94118,70.73%,452,1476,61819,4986.14,47372,3.05678,3.10891,728,421,69,26
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,3239350,Beast (Vorso Remix),,5.90475,317639,91.03%,630,1532,47765,5393.71,86762,2.96287,2.67198,807,101,8,9
MRC: Qualifiers L6,103565358,14317355,Lazeey,USA,3239350,Beast (Vorso Remix),,5.90475,257984,88.92%,542,1532,61819,4986.14,47372,2.96287,2.67198,780,120,15,10
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,3634861,Feel Good Inc.,,5.11464,281947,84.88%,579,1169,47765,5393.71,86762,2.63009,2.22698,556,134,12,8
MRC: Qualifiers L6,103565358,15696213,Hatsuku,USA,3634861,Feel Good Inc.,,5.11464,63931,74.93%,143,1169,110002,4015.39,52383,2.63009,2.22698,465,185,32,28
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,3193407,Negai no Hana,,5.8634,246300,90.19%,448,1554,47765,5393.71,86762,2.93195,2.66612,870,124,3,14
MRC: Qualifiers L6,103565358,14317355,Lazeey,USA,3193407,Negai no Hana,,5.8634,75935,72.95%,264,1554,61819,4986.14,47372,2.93195,2.66612,613,365,17,16
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,125448,Pure Ruby,,5.84264,242752,81.39%,336,850,47765,5393.71,86762,2.31266,3.13797,485,149,25,3
MRC: Qualifiers L6,103565358,15696213,Hatsuku,USA,125448,Pure Ruby,,5.84264,137677,74.12%,220,850,110002,4015.39,52383,2.31266,3.13797,415,213,28,6
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,3604780,Hi wa Mata Noboru kara,,4.45258,450002,95.29%,516,1210,47765,5393.71,86762,2.31829,1.89432,788,50,3,4
MRC: Qualifiers L6,103565358,15696213,Hatsuku,USA,3604780,Hi wa Mata Noboru kara,,4.45258,73600,75.19%,144,1210,110002,4015.39,52383,2.31829,1.89432,554,224,40,27
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,327263,87.95%,615,1478,47765,5393.71,86762,1.98972,2.29224,779,165,4,1
MRC: Qualifiers L6,103565358,15696213,Hatsuku,USA,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,167749,79.29%,421,1478,110002,4015.39,52383,1.98972,2.29224,664,253,25,7
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,3335524,EOS,,4.23177,489657,89.06%,502,823,47765,5393.71,86762,1.79658,2.20561,418,76,1,3
MRC: Qualifiers L6,103565358,15696213,Hatsuku,USA,3335524,EOS,,4.23177,438384,83.73%,540,823,110002,4015.39,52383,1.79658,2.20561,378,114,6,0
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,2279885,Hotohashiru,,5.65755,318815,91.07%,606,1642,47765,5393.71,86762,2.89526,2.48388,924,128,3,7
MRC: Qualifiers L6,103565358,14317355,Lazeey,USA,2279885,Hotohashiru,,5.65755,285894,94.26%,361,1642,61819,4986.14,47372,2.89526,2.48388,981,56,8,17
MRC: Qualifiers L6,103565358,2541804,kymotsujason,USA,2643263,LEMONS feat. kennedi,,4.58903,112031,80.06%,131,701,47765,5393.71,86762,2.46422,1.81649,400,69,8,53
MRC: Qualifiers L6,103565358,15696213,Hatsuku,USA,2643263,LEMONS feat. kennedi,,4.58903,231082,82.77%,260,701,110002,4015.39,52383,2.46422,1.81649,398,121,2,9
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,2510762,Sakura no Uta,,6.33815,882555,98.93%,1223,1299,2674,9891.75,116996,3.30298,2.69249,919,12,0,2
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,2510762,Sakura no Uta,,6.33815,544463,98.54%,649,1299,585,12354.6,141730,3.30298,2.69249,914,16,0,3
MRC: Qualifiers L7,103570446,13408260,Plagued,Robert Paulson,3650832,Youyoumu ~ Run or Dash,,6.44149,414640,96.89%,520,1476,22203,6600.92,54633,3.05678,3.10891,1194,32,4,14
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,3650832,Youyoumu ~ Run or Dash,,6.44149,977762,99.36%,1475,1476,585,12354.6,141730,3.05678,3.10891,1232,12,0,0
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,3239350,Beast (Vorso Remix),,5.90475,341304,95.64%,397,1532,2674,9891.75,116996,2.96287,2.67198,869,43,8,5
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,3239350,Beast (Vorso Remix),,5.90475,597355,94.97%,1145,1532,585,12354.6,141730,2.96287,2.67198,858,59,5,3
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,3634861,Feel Good Inc.,,5.11464,278038,90.68%,471,1169,2674,9891.75,116996,2.63009,2.22698,614,86,7,3
MRC: Qualifiers L7,103570446,13408260,Plagued,Robert Paulson,3634861,Feel Good Inc.,,5.11464,321784,94.53%,375,1169,22203,6600.92,54633,2.63009,2.22698,656,41,9,4
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,3193407,Negai no Hana,,5.8634,638271,97.10%,779,1554,2674,9891.75,116996,2.93195,2.66612,967,44,0,0
MRC: Qualifiers L7,103570446,13408260,Plagued,Robert Paulson,3193407,Negai no Hana,,5.8634,379900,92.83%,679,1554,22203,6600.92,54633,2.93195,2.66612,904,102,3,2
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,125448,Pure Ruby,,5.84264,951631,95.57%,850,850,585,12354.6,141730,2.31266,3.13797,618,44,0,0
MRC: Qualifiers L7,103570446,13408260,Plagued,Robert Paulson,125448,Pure Ruby,,5.84264,389716,88.80%,494,850,22203,6600.92,54633,2.31266,3.13797,555,94,9,4
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,3604780,Hi wa Mata Noboru kara,,4.45258,1108041,97.79%,1210,1210,585,12354.6,141730,2.31829,1.89432,818,23,4,0
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,3604780,Hi wa Mata Noboru kara,,4.45258,599951,97.73%,551,1210,2674,9891.75,116996,2.31829,1.89432,818,22,3,2
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,772111,97.17%,1116,1478,585,12354.6,141730,1.98972,2.29224,910,35,3,1
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1032583,95.64%,1476,1478,2674,9891.75,116996,1.98972,2.29224,887,62,0,0
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,3335524,EOS,,4.23177,1075268,96.39%,823,823,585,12354.6,141730,1.79658,2.20561,471,27,0,0
MRC: Qualifiers L7,103570446,10869615,Osage-chan,Robert Paulson,3335524,EOS,,4.23177,733865,96.08%,586,823,2674,9891.75,116996,1.79658,2.20561,469,28,1,0
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,2279885,Hotohashiru,,5.65755,861333,95.13%,1554,1642,585,12354.6,141730,2.89526,2.48388,985,76,0,1
MRC: Qualifiers L7,103570446,13408260,Plagued,Robert Paulson,2279885,Hotohashiru,,5.65755,653390,97.69%,1166,1642,22203,6600.92,54633,2.89526,2.48388,1027,31,1,3
MRC: Qualifiers L7,103570446,12563874,Sacril,Robert Paulson,2643263,LEMONS feat. kennedi,,4.58903,689260,95.79%,531,701,585,12354.6,141730,2.46422,1.81649,497,32,0,1
MRC: Qualifiers L7,103570446,13408260,Plagued,Robert Paulson,2643263,LEMONS feat. kennedi,,4.58903,600917,94.40%,518,701,22203,6600.92,54633,2.46422,1.81649,487,40,0,3
MRC: Qualifiers L16,103572998,12701607,noncycle,mathyu,2510762,Sakura no Uta,,6.33815,873191,99.25%,1198,1299,1631,10663.9,81972,3.30298,2.69249,923,9,0,1
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,2510762,Sakura no Uta,,6.33815,962523,99.02%,1298,1299,9,18744,256785,3.30298,2.69249,920,10,3,0
MRC: Qualifiers L16,103572998,12701607,noncycle,mathyu,3650832,Youyoumu ~ Run or Dash,,6.44149,464202,96.89%,687,1476,1631,10663.9,81972,3.05678,3.10891,1190,43,6,5
MRC: Qualifiers L16,103572998,11267857,Jimarrah,mathyu,3650832,Youyoumu ~ Run or Dash,,6.44149,646715,99.16%,923,1476,1838,10478.7,73386,3.05678,3.10891,1230,10,1,3
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,3239350,Beast (Vorso Remix),,5.90475,969615,98.77%,1524,1532,9,18744,256785,2.96287,2.67198,908,17,0,0
MRC: Qualifiers L16,103572998,11267857,Jimarrah,mathyu,3239350,Beast (Vorso Remix),,5.90475,585012,97.14%,1010,1532,1838,10478.7,73386,2.96287,2.67198,887,34,1,3
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,3634861,Feel Good Inc.,,5.11464,452216,96.15%,480,1169,9,18744,256785,2.63009,2.22698,671,33,4,2
MRC: Qualifiers L16,103572998,12701607,noncycle,mathyu,3634861,Feel Good Inc.,,5.11464,758508,95.87%,1047,1169,1631,10663.9,81972,2.63009,2.22698,667,40,2,1
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,3193407,Negai no Hana,,5.8634,658375,97.53%,853,1554,9,18744,256785,2.93195,2.66612,974,36,0,1
MRC: Qualifiers L16,103572998,11267857,Jimarrah,mathyu,3193407,Negai no Hana,,5.8634,886549,96.75%,1434,1554,1838,10478.7,73386,2.93195,2.66612,962,48,1,0
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,125448,Pure Ruby,,5.84264,1023845,97.78%,850,850,9,18744,256785,2.31266,3.13797,640,22,0,0
MRC: Qualifiers L16,103572998,12701607,noncycle,mathyu,125448,Pure Ruby,,5.84264,568340,94.01%,512,850,1631,10663.9,81972,2.31266,3.13797,604,53,4,1
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,3604780,Hi wa Mata Noboru kara,,4.45258,1183553,99.61%,1210,1210,9,18744,256785,2.31829,1.89432,840,5,0,0
MRC: Qualifiers L16,103572998,12701607,noncycle,mathyu,3604780,Hi wa Mata Noboru kara,,4.45258,740281,98.24%,744,1210,1631,10663.9,81972,2.31829,1.89432,823,21,1,0
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1150403,98.74%,1478,1478,9,18744,256785,1.98972,2.29224,931,18,0,0
MRC: Qualifiers L16,103572998,11267857,Jimarrah,mathyu,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1016325,97.84%,1378,1478,1838,10478.7,73386,1.98972,2.29224,919,28,1,1
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,3335524,EOS,,4.23177,529562,96.89%,314,823,9,18744,256785,1.79658,2.20561,476,18,3,1
MRC: Qualifiers L16,103572998,11267857,Jimarrah,mathyu,3335524,EOS,,4.23177,689206,97.49%,427,823,1838,10478.7,73386,1.79658,2.20561,480,15,3,0
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,2279885,Hotohashiru,,5.65755,974851,98.46%,1565,1642,9,18744,256785,2.89526,2.48388,1038,23,0,1
MRC: Qualifiers L16,103572998,11267857,Jimarrah,mathyu,2279885,Hotohashiru,,5.65755,565336,98.87%,860,1642,1838,10478.7,73386,2.89526,2.48388,1048,5,2,7
MRC: Qualifiers L16,103572998,6304246,femboy tummy,mathyu,2643263,LEMONS feat. kennedi,,4.58903,1023164,97.96%,701,701,9,18744,256785,2.46422,1.81649,514,15,1,0
MRC: Qualifiers L16,103572998,12701607,noncycle,mathyu,2643263,LEMONS feat. kennedi,,4.58903,931512,96.35%,695,701,1631,10663.9,81972,2.46422,1.81649,501,29,0,0
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,2510762,Sakura no Uta,,6.33815,473683,96.95%,570,1299,2659,9902.01,138985,3.30298,2.69249,892,36,3,2
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,2510762,Sakura no Uta,,6.33815,300988,94.07%,491,1299,35209,5879.59,41161,3.30298,2.69249,864,37,8,24
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,2510762,Sakura no Uta,,6.33815,777084,98.64%,1100,1299,451,12780.1,106114,3.30298,2.69249,916,13,0,4
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,2510762,Sakura no Uta,,6.33815,426675,94.77%,688,1299,9058,7969.82,34541,3.30298,2.69249,865,55,5,8
MRC: Qualifiers L8,103574701,11787679,Robro47,bear creek shootas,2510762,Sakura no Uta,,6.33815,696924,99.68%,904,1299,2713,9875.86,97169,3.30298,2.69249,929,3,0,1
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,2510762,Sakura no Uta,,6.33815,994765,99.86%,1299,1299,1524,10783.5,85369,3.30298,2.69249,931,2,0,0
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,2510762,Sakura no Uta,,6.33815,16280,54.00%,72,1299,375458,1696.52,16404,3.30298,2.69249,405,272,49,207
MRC: Qualifiers L8,103574701,11911363,PavelGamerTVYT,Anime Girl NPC's,2510762,Sakura no Uta,,6.33815,425398,89.85%,884,1299,17444,6973.61,57513,3.30298,2.69249,795,129,2,7
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,2510762,Sakura no Uta,,6.33815,361975,97.27%,394,1299,10084,7816.24,27779,3.30298,2.69249,899,25,1,8
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,2510762,Sakura no Uta,,6.33815,986738,99.64%,1299,1299,565,12412,97081,3.30298,2.69249,928,5,0,0
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,3650832,Youyoumu ~ Run or Dash,,6.44149,223294,90.94%,374,1476,2659,9902.01,138985,3.05678,3.10891,1083,141,8,12
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,3650832,Youyoumu ~ Run or Dash,,6.44149,47153,64.79%,314,1476,35209,5879.59,41161,3.05678,3.10891,690,300,96,158
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,3650832,Youyoumu ~ Run or Dash,,6.44149,576616,99.50%,786,1476,451,12780.1,106114,3.05678,3.10891,1236,4,3,1
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,3650832,Youyoumu ~ Run or Dash,,6.44149,171673,81.55%,579,1476,9058,7969.82,34541,3.05678,3.10891,933,225,39,47
MRC: Qualifiers L8,103574701,5963637,Jazzercize,bear creek shootas,3650832,Youyoumu ~ Run or Dash,,6.44149,447439,97.48%,663,1476,416,12885.5,191599,3.05678,3.10891,1202,30,4,8
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,3650832,Youyoumu ~ Run or Dash,,6.44149,636092,99.02%,879,1476,1524,10783.5,85369,3.05678,3.10891,1227,14,1,2
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,3650832,Youyoumu ~ Run or Dash,,6.44149,5675,34.83%,38,1476,375458,1696.52,16404,3.05678,3.10891,245,415,300,284
MRC: Qualifiers L8,103574701,11911363,PavelGamerTVYT,Anime Girl NPC's,3650832,Youyoumu ~ Run or Dash,,6.44149,297138,92.42%,486,1476,17444,6973.61,57513,3.05678,3.10891,1110,113,12,9
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,3650832,Youyoumu ~ Run or Dash,,6.44149,276353,93.38%,392,1476,10084,7816.24,27779,3.05678,3.10891,1130,90,10,14
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,3650832,Youyoumu ~ Run or Dash,,6.44149,725322,99.20%,1144,1476,565,12412,97081,3.05678,3.10891,1231,7,4,2
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,3239350,Beast (Vorso Remix),,5.90475,294493,91.69%,548,1532,2659,9902.01,138985,2.96287,2.67198,812,106,5,2
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,3239350,Beast (Vorso Remix),,5.90475,218576,90.85%,341,1532,35209,5879.59,41161,2.96287,2.67198,807,93,14,11
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,3239350,Beast (Vorso Remix),,5.90475,681557,97.95%,1090,1532,451,12780.1,106114,2.96287,2.67198,897,27,0,1
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,3239350,Beast (Vorso Remix),,5.90475,236033,91.12%,296,1532,9058,7969.82,34541,2.96287,2.67198,806,106,9,4
MRC: Qualifiers L8,103574701,3077677,- Riri -,Anime Girl NPC's,3239350,Beast (Vorso Remix),,5.90475,154883,83.59%,417,1532,14554,7251.34,109811,2.96287,2.67198,702,208,11,4
MRC: Qualifiers L8,103574701,11787679,Robro47,bear creek shootas,3239350,Beast (Vorso Remix),,5.90475,720668,97.98%,1216,1532,2713,9875.86,97169,2.96287,2.67198,898,25,0,2
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,3239350,Beast (Vorso Remix),,5.90475,22864,57.80%,90,1532,375458,1696.52,16404,2.96287,2.67198,405,334,110,76
MRC: Qualifiers L8,103574701,10051720,Saryi,RooDevil,3239350,Beast (Vorso Remix),,5.90475,449873,97.69%,625,1532,462,12731.8,135823,2.96287,2.67198,894,28,2,1
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,3239350,Beast (Vorso Remix),,5.90475,403936,93.51%,749,1532,10084,7816.24,27779,2.96287,2.67198,837,83,2,3
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,3239350,Beast (Vorso Remix),,5.90475,849081,98.25%,1392,1532,565,12412,97081,2.96287,2.67198,902,20,1,2
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,3634861,Feel Good Inc.,,5.11464,78916,77.37%,158,1169,2659,9902.01,138985,2.63009,2.22698,484,182,28,16
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,3634861,Feel Good Inc.,,5.11464,163028,88.85%,194,1169,35209,5879.59,41161,2.63009,2.22698,602,78,17,13
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,3634861,Feel Good Inc.,,5.11464,477445,92.77%,592,1169,451,12780.1,106114,2.63009,2.22698,635,69,4,2
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,3634861,Feel Good Inc.,,5.11464,113581,80.09%,261,1169,9058,7969.82,34541,2.63009,2.22698,512,158,24,16
MRC: Qualifiers L8,103574701,3077677,- Riri -,Anime Girl NPC's,3634861,Feel Good Inc.,,5.11464,97946,71.53%,317,1169,14554,7251.34,109811,2.63009,2.22698,418,255,29,8
MRC: Qualifiers L8,103574701,5963637,Jazzercize,bear creek shootas,3634861,Feel Good Inc.,,5.11464,249870,90.00%,358,1169,416,12885.5,191599,2.63009,2.22698,611,76,16,7
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,3634861,Feel Good Inc.,,5.11464,13724,44.53%,91,1169,375458,1696.52,16404,2.63009,2.22698,219,223,137,131
MRC: Qualifiers L8,103574701,10051720,Saryi,RooDevil,3634861,Feel Good Inc.,,5.11464,590829,97.75%,687,1169,462,12731.8,135823,2.63009,2.22698,687,19,4,0
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,3634861,Feel Good Inc.,,5.11464,132855,83.80%,293,1169,10084,7816.24,27779,2.63009,2.22698,551,122,20,17
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,3634861,Feel Good Inc.,,5.11464,341528,95.45%,352,1169,565,12412,97081,2.63009,2.22698,666,30,10,4
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,3193407,Negai no Hana,,5.8634,272308,91.39%,393,1554,2659,9902.01,138985,2.93195,2.66612,885,113,8,5
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,3193407,Negai no Hana,,5.8634,106886,84.80%,141,1554,35209,5879.59,41161,2.93195,2.66612,802,155,22,32
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,3193407,Negai no Hana,,5.8634,1053116,98.29%,1553,1554,451,12780.1,106114,2.93195,2.66612,985,26,0,0
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,3193407,Negai no Hana,,5.8634,300991,93.03%,416,1554,9058,7969.82,34541,2.93195,2.66612,911,86,5,9
MRC: Qualifiers L8,103574701,3077677,- Riri -,Anime Girl NPC's,3193407,Negai no Hana,,5.8634,215289,87.08%,442,1554,14554,7251.34,109811,2.93195,2.66612,819,181,6,5
MRC: Qualifiers L8,103574701,11787679,Robro47,bear creek shootas,3193407,Negai no Hana,,5.8634,775497,97.82%,1213,1554,2713,9875.86,97169,2.93195,2.66612,979,28,4,0
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,3193407,Negai no Hana,,5.8634,16518,51.70%,66,1554,375458,1696.52,16404,2.93195,2.66612,364,415,122,110
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,3193407,Negai no Hana,,5.8634,875360,98.70%,1252,1554,1524,10783.5,85369,2.93195,2.66612,992,17,1,1
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,3193407,Negai no Hana,,5.8634,356171,93.82%,474,1554,10084,7816.24,27779,2.93195,2.66612,920,84,3,4
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,3193407,Negai no Hana,,5.8634,654774,97.59%,848,1554,565,12412,97081,2.93195,2.66612,975,35,0,1
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,125448,Pure Ruby,,5.84264,174118,76.66%,304,850,2659,9902.01,138985,2.31266,3.13797,443,180,27,12
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,125448,Pure Ruby,,5.84264,104217,74.70%,152,850,35209,5879.59,41161,2.31266,3.13797,427,181,43,11
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,125448,Pure Ruby,,5.84264,975270,96.37%,850,850,451,12780.1,106114,2.31266,3.13797,627,31,4,0
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,125448,Pure Ruby,,5.84264,284108,80.01%,463,850,9058,7969.82,34541,2.31266,3.13797,472,164,18,8
MRC: Qualifiers L8,103574701,3077677,- Riri -,Anime Girl NPC's,125448,Pure Ruby,,5.84264,153548,72.38%,246,850,14554,7251.34,109811,2.31266,3.13797,401,218,33,10
MRC: Qualifiers L8,103574701,11787679,Robro47,bear creek shootas,125448,Pure Ruby,,5.84264,664153,92.32%,683,850,2713,9875.86,97169,2.31266,3.13797,590,56,15,1
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,125448,Pure Ruby,,5.84264,39168,48.99%,152,850,375458,1696.52,16404,2.31266,3.13797,203,316,96,47
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,125448,Pure Ruby,,5.84264,528034,96.70%,328,850,1524,10783.5,85369,2.31266,3.13797,632,22,5,3
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,125448,Pure Ruby,,5.84264,412071,85.27%,484,850,10084,7816.24,27779,2.31266,3.13797,517,141,3,1
MRC: Qualifiers L8,103574701,10051720,Saryi,RooDevil,125448,Pure Ruby,,5.84264,1098872,98.39%,850,850,462,12731.8,135823,2.31266,3.13797,646,16,0,0
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,3604780,Hi wa Mata Noboru kara,,4.45258,1052187,96.17%,1209,1210,2659,9902.01,138985,2.31829,1.89432,797,46,2,0
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,3604780,Hi wa Mata Noboru kara,,4.45258,42330,67.08%,130,1210,35209,5879.59,41161,2.31829,1.89432,479,235,57,74
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,3604780,Hi wa Mata Noboru kara,,4.45258,1165602,97.93%,1185,1210,451,12780.1,106114,2.31829,1.89432,820,21,3,1
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,3604780,Hi wa Mata Noboru kara,,4.45258,517349,93.49%,667,1210,9058,7969.82,34541,2.31829,1.89432,764,77,2,2
