Match Name,Match ID,Player ID,Player Username,Team Name,beatmap ID,Map Name,Mod Used,Star Rating,Score,Accuracy,Combo,Max Combo,Player Rank,Player PP,Player playcount,Aim Difficulty,Speed Difficulty,300s count,100s count,50s count,Miss Count
MRC: Qualifiers L8,103574701,11911363,PavelGamerTVYT,Anime Girl NPC's,3604780,Hi wa Mata Noboru kara,,4.45258,355077,92.98%,363,1210,17444,6973.61,57513,2.31829,1.89432,761,72,4,8
MRC: Qualifiers L8,103574701,11787679,Robro47,bear creek shootas,3604780,Hi wa Mata Noboru kara,,4.45258,770476,98.80%,768,1210,2713,9875.86,97169,2.31829,1.89432,830,14,1,0
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,3604780,Hi wa Mata Noboru kara,,4.45258,17267,39.41%,124,1210,375458,1696.52,16404,2.31829,1.89432,223,231,198,193
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,3604780,Hi wa Mata Noboru kara,,4.45258,1239547,99.29%,1210,1210,1524,10783.5,85369,2.31829,1.89432,836,9,0,0
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,3604780,Hi wa Mata Noboru kara,,4.45258,646056,96.53%,755,1210,10084,7816.24,27779,2.31829,1.89432,802,40,2,1
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,3604780,Hi wa Mata Noboru kara,,4.45258,865556,98.07%,968,1210,565,12412,97081,2.31829,1.89432,821,22,2,0
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,266088,90.22%,382,1478,2659,9902.01,138985,1.98972,2.29224,815,116,15,3
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,43410,59.91%,283,1478,35209,5879.59,41161,1.98972,2.29224,444,309,129,67
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,655627,96.19%,747,1478,451,12780.1,106114,1.98972,2.29224,896,48,5,0
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,401280,87.60%,838,1478,9058,7969.82,34541,1.98972,2.29224,777,159,8,5
MRC: Qualifiers L8,103574701,11911363,PavelGamerTVYT,Anime Girl NPC's,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,396543,90.15%,663,1478,17444,6973.61,57513,1.98972,2.29224,811,131,5,2
MRC: Qualifiers L8,103574701,5963637,Jazzercize,bear creek shootas,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,540612,95.21%,729,1478,416,12885.5,191599,1.98972,2.29224,884,53,11,1
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,16600,45.35%,87,1478,375458,1696.52,16404,1.98972,2.29224,290,285,272,102
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,931974,97.91%,1285,1478,1524,10783.5,85369,1.98972,2.29224,922,17,9,1
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,740301,93.47%,1207,1478,10084,7816.24,27779,1.98972,2.29224,858,84,6,1
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1182938,97.91%,1477,1478,565,12412,97081,1.98972,2.29224,920,26,3,0
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,3335524,EOS,,4.23177,618564,93.81%,557,823,2659,9902.01,138985,1.79658,2.20561,453,41,3,1
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,3335524,EOS,,4.23177,167372,75.23%,271,823,35209,5879.59,41161,1.79658,2.20561,327,123,40,8
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,3335524,EOS,,4.23177,1137313,97.56%,823,823,451,12780.1,106114,1.79658,2.20561,480,17,1,0
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,3335524,EOS,,4.23177,812238,92.24%,719,823,9058,7969.82,34541,1.79658,2.20561,441,54,2,1
MRC: Qualifiers L8,103574701,11911363,PavelGamerTVYT,Anime Girl NPC's,3335524,EOS,,4.23177,1058044,94.01%,823,823,17444,6973.61,57513,1.79658,2.20561,454,41,3,0
MRC: Qualifiers L8,103574701,5963637,Jazzercize,bear creek shootas,3335524,EOS,,4.23177,1119502,97.59%,821,823,416,12885.5,191599,1.79658,2.20561,480,18,0,0
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,3335524,EOS,,4.23177,42413,57.56%,65,823,375458,1696.52,16404,1.79658,2.20561,220,159,82,37
MRC: Qualifiers L8,103574701,8151359,DivineRose,RooDevil,3335524,EOS,,4.23177,1167987,98.80%,823,823,1524,10783.5,85369,1.79658,2.20561,489,9,0,0
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,3335524,EOS,,4.23177,601546,94.85%,454,823,10084,7816.24,27779,1.79658,2.20561,461,33,2,2
MRC: Qualifiers L8,103574701,10051720,Saryi,RooDevil,3335524,EOS,,4.23177,1057156,95.85%,823,823,462,12731.8,135823,1.79658,2.20561,467,31,0,0
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,2279885,Hotohashiru,,5.65755,212569,89.08%,394,1642,2659,9902.01,138985,2.89526,2.48388,891,163,4,4
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,2279885,Hotohashiru,,5.65755,221038,92.91%,296,1642,35209,5879.59,41161,2.89526,2.48388,968,42,28,24
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,2279885,Hotohashiru,,5.65755,335821,94.24%,449,1642,451,12780.1,106114,2.89526,2.48388,976,72,5,9
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,2279885,Hotohashiru,,5.65755,462178,93.44%,969,1642,9058,7969.82,34541,2.89526,2.48388,963,86,4,9
MRC: Qualifiers L8,103574701,11911363,PavelGamerTVYT,Anime Girl NPC's,2279885,Hotohashiru,,5.65755,162254,80.24%,469,1642,17444,6973.61,57513,2.89526,2.48388,753,293,9,7
MRC: Qualifiers L8,103574701,5963637,Jazzercize,bear creek shootas,2279885,Hotohashiru,,5.65755,581081,98.48%,938,1642,416,12885.5,191599,2.89526,2.48388,1039,19,3,1
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,2279885,Hotohashiru,,5.65755,20963,60.77%,118,1642,375458,1696.52,16404,2.89526,2.48388,519,321,116,106
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,2279885,Hotohashiru,,5.65755,1052331,99.69%,1642,1642,565,12412,97081,2.89526,2.48388,1057,5,0,0
MRC: Qualifiers L8,103574701,3077677,- Riri -,Anime Girl NPC's,2279885,Hotohashiru,,5.65755,200137,80.73%,631,1642,14554,7251.34,109812,2.89526,2.48388,766,261,26,9
MRC: Qualifiers L8,103574701,10051720,Saryi,RooDevil,2279885,Hotohashiru,,5.65755,876959,98.27%,1440,1642,462,12731.8,135823,2.89526,2.48388,1035,26,0,1
MRC: Qualifiers L8,103574701,6664128,Retrofit,NO CHEESE,2643263,LEMONS feat. kennedi,,4.58903,480288,87.96%,508,701,2659,9902.01,138985,2.46422,1.81649,436,90,1,3
MRC: Qualifiers L8,103574701,13454765,Flaz,2329714,2643263,LEMONS feat. kennedi,,4.58903,257120,90.00%,243,701,35209,5879.59,41161,2.46422,1.81649,458,55,4,13
MRC: Qualifiers L8,103574701,12258658,Tsfury,bear creek shootas,2643263,LEMONS feat. kennedi,,4.58903,438523,94.03%,325,701,451,12780.1,106114,2.46422,1.81649,484,42,2,2
MRC: Qualifiers L8,103574701,7704651,Visionary,2329714,2643263,LEMONS feat. kennedi,,4.58903,321682,90.38%,284,701,9058,7969.82,34541,2.46422,1.81649,456,67,4,3
MRC: Qualifiers L8,103574701,11787679,Robro47,bear creek shootas,2643263,LEMONS feat. kennedi,,4.58903,701306,94.94%,562,701,2713,9875.86,97169,2.46422,1.81649,491,34,5,0
MRC: Qualifiers L8,103574701,26008678,Zedlq,NO CHEESE,2643263,LEMONS feat. kennedi,,4.58903,12596,28.30%,58,701,375458,1696.52,16404,2.46422,1.81649,75,156,138,161
MRC: Qualifiers L8,103574701,2758279,Rumyndra,RooDevil,2643263,LEMONS feat. kennedi,,4.58903,613977,96.23%,477,701,565,12412,97081,2.46422,1.81649,504,16,4,6
MRC: Qualifiers L8,103574701,3077677,- Riri -,Anime Girl NPC's,2643263,LEMONS feat. kennedi,,4.58903,302376,69.37%,461,701,14554,7251.34,109812,2.46422,1.81649,291,223,14,2
MRC: Qualifiers L8,103574701,10051720,Saryi,RooDevil,2643263,LEMONS feat. kennedi,,4.58903,993852,97.23%,697,701,462,12731.8,135823,2.46422,1.81649,508,22,0,0
MRC: Qualifiers L8,103574701,15012885,yvsei,Anime Girl NPC's,2643263,LEMONS feat. kennedi,,4.58903,766223,92.67%,646,701,10084,7816.24,27779,2.46422,1.81649,472,57,1,0
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,2510762,Sakura no Uta,,6.33815,421765,95.80%,647,1299,4323,9124.45,84728,3.30298,2.69249,883,32,1,17
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,2510762,Sakura no Uta,,6.33815,670756,98.96%,778,1299,1082,11353,163487,3.30298,2.69249,919,13,0,1
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,3650832,Youyoumu ~ Run or Dash,,6.44149,553132,96.80%,922,1476,1082,11353,163487,3.05678,3.10891,1192,28,17,7
MRC: Qualifiers L16,103577000,8015505,Demy-,siniGANG,3650832,Youyoumu ~ Run or Dash,,6.44149,51685,75.56%,200,1476,16055,7101.63,151829,3.05678,3.10891,849,236,74,85
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,3239350,Beast (Vorso Remix),,5.90475,584329,95.93%,1020,1532,1082,11353,163487,2.96287,2.67198,872,43,6,4
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,3239350,Beast (Vorso Remix),,5.90475,244971,90.77%,434,1532,4323,9124.45,84728,2.96287,2.67198,808,93,4,20
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,3634861,Feel Good Inc.,,5.11464,230696,90.68%,368,1169,1082,11353,163487,2.63009,2.22698,618,67,21,4
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,3634861,Feel Good Inc.,,5.11464,153500,86.50%,256,1169,4323,9124.45,84728,2.63009,2.22698,587,71,21,31
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,3193407,Negai no Hana,,5.8634,590083,95.81%,855,1554,1082,11353,163487,2.93195,2.66612,948,61,2,0
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,3193407,Negai no Hana,,5.8634,523555,95.60%,860,1554,4323,9124.45,84728,2.93195,2.66612,946,60,3,2
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,125448,Pure Ruby,,5.84264,900412,93.30%,827,850,1082,11353,163487,2.31266,3.13797,596,65,0,1
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,125448,Pure Ruby,,5.84264,368564,89.43%,419,850,4323,9124.45,84728,2.31266,3.13797,560,94,4,4
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,3604780,Hi wa Mata Noboru kara,,4.45258,1105104,96.13%,1209,1210,1082,11353,163487,2.31829,1.89432,796,49,0,0
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,3604780,Hi wa Mata Noboru kara,,4.45258,1149310,98.78%,1210,1210,4323,9124.45,84728,2.31829,1.89432,830,13,2,0
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,143116,78.77%,348,1478,1082,11353,163487,1.98972,2.29224,662,235,43,9
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,254773,87.88%,403,1478,4323,9124.45,84728,1.98972,2.29224,785,136,22,6
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,3335524,EOS,,4.23177,369535,89.29%,344,823,1082,11353,163487,1.79658,2.20561,420,71,6,1
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,3335524,EOS,,4.23177,480432,92.70%,416,823,4323,9124.45,84728,1.79658,2.20561,445,47,6,0
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,2279885,Hotohashiru,,5.65755,578525,98.90%,972,1642,1082,11353,163487,2.89526,2.48388,1046,12,2,2
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,2279885,Hotohashiru,,5.65755,429746,92.03%,973,1642,4323,9124.45,84728,2.89526,2.48388,939,113,4,6
MRC: Qualifiers L16,103577000,5586567,Distracted,siniGANG,2643263,LEMONS feat. kennedi,,4.58903,656942,96.32%,526,701,1082,11353,163487,2.46422,1.81649,504,18,3,5
MRC: Qualifiers L16,103577000,7198979,pogi,siniGANG,2643263,LEMONS feat. kennedi,,4.58903,907814,95.31%,682,701,4323,9124.45,84728,2.46422,1.81649,494,32,3,1
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,2510762,Sakura no Uta,,6.33815,728579,99.39%,980,1299,2143,10251.5,74265,3.30298,2.69249,925,7,0,1
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,2510762,Sakura no Uta,,6.33815,988637,99.71%,1299,1299,1248,11100.5,67457,3.30298,2.69249,929,4,0,0
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,3650832,Youyoumu ~ Run or Dash,,6.44149,965060,99.02%,1476,1476,2143,10251.5,74265,3.05678,3.10891,1227,12,5,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,3650832,Youyoumu ~ Run or Dash,,6.44149,620383,98.38%,906,1476,1248,11100.5,67457,3.05678,3.10891,1219,13,3,9
mrc4: Qualifier Lobby L18,103579606,2966685,natetheneet,banana boys,3239350,Beast (Vorso Remix),,5.90475,546246,98.14%,741,1532,4591,9026.79,85801,2.96287,2.67198,900,22,3,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,3239350,Beast (Vorso Remix),,5.90475,650416,98.23%,1013,1532,1248,11100.5,67457,2.96287,2.67198,901,22,2,0
mrc4: Qualifier Lobby L18,103579606,2966685,natetheneet,banana boys,3634861,Feel Good Inc.,,5.11464,627024,99.01%,591,1169,4591,9026.79,85801,2.63009,2.22698,700,8,2,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,3634861,Feel Good Inc.,,5.11464,464038,96.15%,555,1169,1248,11100.5,67457,2.63009,2.22698,670,36,4,0
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,3193407,Negai no Hana,,5.8634,1038982,98.02%,1554,1554,2143,10251.5,74265,2.93195,2.66612,981,30,0,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,3193407,Negai no Hana,,5.8634,751009,98.24%,1153,1554,1248,11100.5,67457,2.93195,2.66612,985,24,1,1
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,125448,Pure Ruby,,5.84264,1026626,97.89%,850,850,2143,10251.5,74265,2.31266,3.13797,641,21,0,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,125448,Pure Ruby,,5.84264,453446,93.93%,354,850,1248,11100.5,67457,2.31266,3.13797,606,40,15,1
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,3604780,Hi wa Mata Noboru kara,,4.45258,1141294,98.64%,1210,1210,2143,10251.5,74265,2.31829,1.89432,828,16,1,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,3604780,Hi wa Mata Noboru kara,,4.45258,1158024,99.05%,1207,1210,1248,11100.5,67457,2.31829,1.89432,833,12,0,0
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,626962,95.22%,836,1478,2143,10251.5,74265,1.98972,2.29224,883,59,6,1
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,852649,96.10%,1271,1478,1248,11100.5,67457,1.98972,2.29224,895,49,4,1
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,3335524,EOS,,4.23177,1098260,96.95%,819,823,2143,10251.5,74265,1.79658,2.20561,476,19,3,0
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,3335524,EOS,,4.23177,1057009,95.85%,823,823,1248,11100.5,67457,1.79658,2.20561,467,31,0,0
mrc4: Qualifier Lobby L18,103579606,6283858,tan-,banana boys,2279885,Hotohashiru,,5.65755,601088,98.15%,853,1642,2143,10251.5,74265,2.89526,2.48388,1034,25,0,3
mrc4: Qualifier Lobby L18,103579606,2966685,natetheneet,banana boys,2279885,Hotohashiru,,5.65755,639032,98.68%,969,1642,4591,9026.79,85801,2.89526,2.48388,1042,17,2,1
mrc4: Qualifier Lobby L18,103579606,2101950,Totoro,banana boys,2643263,LEMONS feat. kennedi,,4.58903,994152,97.11%,700,701,1248,11100.5,67457,2.46422,1.81649,507,23,0,0
mrc4: Qualifier Lobby L18,103579606,2966685,natetheneet,banana boys,2643263,LEMONS feat. kennedi,,4.58903,558383,98.77%,321,701,4591,9026.79,85801,2.46422,1.81649,521,7,1,1
mrc4: Qualifier Lobby L20,103593134,14144505,Arm,>rs mahloola,2510762,Sakura no Uta,,6.33815,762231,98.14%,1101,1299,1031,11421.6,61385,3.30298,2.69249,908,23,0,2
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,2510762,Sakura no Uta,,6.33815,457165,98.32%,450,1299,232,13971.2,48218,3.30298,2.69249,913,13,0,7
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,3650832,Youyoumu ~ Run or Dash,,6.44149,524282,98.23%,805,1476,2392,10090.9,41664,3.05678,3.10891,1214,21,6,3
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,3650832,Youyoumu ~ Run or Dash,,6.44149,414668,96.66%,584,1476,232,13971.2,48218,3.05678,3.10891,1189,34,13,8
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,3239350,Beast (Vorso Remix),,5.90475,323007,94.54%,419,1532,2392,10090.9,41664,2.96287,2.67198,854,58,7,6
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,3239350,Beast (Vorso Remix),,5.90475,475093,96.59%,706,1532,232,13971.2,48218,2.96287,2.67198,880,39,3,3
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,3634861,Feel Good Inc.,,5.11464,287989,91.17%,365,1169,2392,10090.9,41664,2.63009,2.22698,621,74,10,5
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,3634861,Feel Good Inc.,,5.11464,260513,91.71%,348,1169,232,13971.2,48218,2.63009,2.22698,627,67,11,5
mrc4: Qualifier Lobby L20,103593134,14144505,Arm,>rs mahloola,3193407,Negai no Hana,,5.8634,666489,97.81%,850,1554,1031,11421.6,61385,2.93195,2.66612,978,32,1,0
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,3193407,Negai no Hana,,5.8634,619800,98.35%,912,1554,232,13971.2,48218,2.93195,2.66612,988,19,0,4
mrc4: Qualifier Lobby L20,103593134,14144505,Arm,>rs mahloola,125448,Pure Ruby,,5.84264,946771,95.42%,850,850,1031,11421.6,61385,2.31266,3.13797,617,43,2,0
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,125448,Pure Ruby,,5.84264,477946,89.95%,513,850,232,13971.2,48218,2.31266,3.13797,564,92,5,1
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,3604780,Hi wa Mata Noboru kara,,4.45258,901487,98.90%,972,1210,2392,10090.9,41664,2.31829,1.89432,831,14,0,0
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,3604780,Hi wa Mata Noboru kara,,4.45258,1136812,98.80%,1202,1210,232,13971.2,48218,2.31829,1.89432,830,14,1,0
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1022077,94.94%,1475,1478,2392,10090.9,41664,1.98972,2.29224,877,72,0,0
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,1056201,96.26%,1478,1478,232,13971.2,48218,1.98972,2.29224,896,52,1,0
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,3335524,EOS,,4.23177,1148116,98.09%,822,823,2392,10090.9,41664,1.79658,2.20561,484,13,1,0
mrc4: Qualifier Lobby L20,103593134,22710559,Sp1cyy,>rs mahloola,3335524,EOS,,4.23177,1141844,98.13%,822,823,232,13971.2,48218,1.79658,2.20561,484,14,0,0
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,2279885,Hotohashiru,,5.65755,414932,96.85%,519,1642,2392,10090.9,41664,2.89526,2.48388,1017,33,3,9
mrc4: Qualifier Lobby L20,103593134,14144505,Arm,>rs mahloola,2279885,Hotohashiru,,5.65755,576810,97.65%,990,1642,1031,11421.6,61385,2.89526,2.48388,1026,33,0,3
mrc4: Qualifier Lobby L20,103593134,8676747,Anaether,>rs mahloola,2643263,LEMONS feat. kennedi,,4.58903,395870,91.01%,386,701,2392,10091,41665,2.46422,1.81649,462,58,6,4
mrc4: Qualifier Lobby L20,103593134,14144505,Arm,>rs mahloola,2643263,LEMONS feat. kennedi,,4.58903,946113,95.60%,701,701,1031,11421.6,61385,2.46422,1.81649,495,35,0,0
mrc4: Qualifier Lobby L21,103594956,5177569,Yip,Bad Business,2510762,Sakura no Uta,,6.33815,755022,99.54%,1026,1299,875,11695.5,108132,3.30298,2.69249,927,5,0,1
mrc4: Qualifier Lobby L21,103594956,9508600,wukioh,Bad Business,2510762,Sakura no Uta,,6.33815,436658,98.66%,395,1299,834,11784,147282,3.30298,2.69249,918,7,1,7
mrc4: Qualifier Lobby L21,103594956,5177569,Yip,Bad Business,3650832,Youyoumu ~ Run or Dash,,6.44149,622067,98.43%,892,1476,875,11695.5,108132,3.05678,3.10891,1218,14,11,1
mrc4: Qualifier Lobby L21,103594956,9508600,wukioh,Bad Business,3650832,Youyoumu ~ Run or Dash,,6.44149,425818,95.15%,803,1476,834,11784,147282,3.05678,3.10891,1168,42,10,24
mrc4: Qualifier Lobby L21,103594956,5177569,Yip,Bad Business,3239350,Beast (Vorso Remix),,5.90475,644461,97.14%,1122,1532,875,11695.5,108132,2.96287,2.67198,888,31,1,5
mrc4: Qualifier Lobby L21,103594956,9508600,wukioh,Bad Business,3239350,Beast (Vorso Remix),,5.90475,533587,95.68%,812,1532,834,11784,147282,2.96287,2.67198,866,56,2,1
mrc4: Qualifier Lobby L21,103594956,5177569,Yip,Bad Business,3634861,Feel Good Inc.,,5.11464,587850,97.14%,722,1169,875,11695.5,108132,2.63009,2.22698,681,24,4,1
mrc4: Qualifier Lobby L21,103594956,9508600,wukioh,Bad Business,3634861,Feel Good Inc.,,5.11464,276399,87.79%,553,1169,834,11784,147282,2.63009,2.22698,584,113,10,3
mrc4: Qualifier Lobby L21,103594956,5177569,Yip,Bad Business,3193407,Negai no Hana,,5.8634,614653,96.77%,845,1554,875,11695.5,108132,2.93195,2.66612,964,42,2,3
mrc4: Qualifier Lobby L21,103594956,9508600,wukioh,Bad Business,3193407,Negai no Hana,,5.8634,654760,97.73%,860,1554,834,11784,147282,2.93195,2.66612,977,32,2,0
MRC: Qualifiers L21,103595348,9508600,wukioh,Bad Business,125448,Pure Ruby,,5.84264,524248,95.12%,468,850,834,11784,147282,2.31266,3.13797,617,35,6,4
MRC: Qualifiers L21,103595348,5177569,Yip,Bad Business,125448,Pure Ruby,,5.84264,1024573,97.99%,850,850,875,11695.5,108132,2.31266,3.13797,642,20,0,0
MRC: Qualifiers L21,103595348,9508600,wukioh,Bad Business,3604780,Hi wa Mata Noboru kara,,4.45258,798833,99.39%,851,1210,834,11784,147282,2.31829,1.89432,838,5,1,1
MRC: Qualifiers L21,103595348,5177569,Yip,Bad Business,3604780,Hi wa Mata Noboru kara,,4.45258,1096970,97.48%,1210,1210,875,11695.5,108132,2.31829,1.89432,813,32,0,0
MRC: Qualifiers L21,103595348,9508600,wukioh,Bad Business,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,968427,99.03%,1285,1478,834,11784,147282,1.98972,2.29224,936,10,3,0
MRC: Qualifiers L21,103595348,5177569,Yip,Bad Business,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,438989,93.29%,746,1478,875,11695.5,108132,1.98972,2.29224,856,85,6,2
MRC: Qualifiers L21,103595348,9508600,wukioh,Bad Business,3335524,EOS,,4.23177,1151741,98.39%,822,823,834,11784,147282,1.79658,2.20561,486,12,0,0
MRC: Qualifiers L21,103595348,5177569,Yip,Bad Business,3335524,EOS,,4.23177,1073293,96.12%,823,823,875,11695.5,108132,1.79658,2.20561,469,29,0,0
MRC: Qualifiers L21,103595348,9508600,wukioh,Bad Business,2279885,Hotohashiru,,5.65755,517835,98.12%,726,1642,834,11784,147282,2.89526,2.48388,1033,26,2,1
MRC: Qualifiers L21,103595348,5177569,Yip,Bad Business,2279885,Hotohashiru,,5.65755,948431,98.89%,1557,1642,875,11695.5,108132,2.89526,2.48388,1045,15,1,1
MRC: Qualifiers L21,103595348,9508600,wukioh,Bad Business,2643263,LEMONS feat. kennedi,,4.58903,742478,98.30%,509,701,834,11784,147282,2.46422,1.81649,517,12,0,1
MRC: Qualifiers L21,103595348,5177569,Yip,Bad Business,2643263,LEMONS feat. kennedi,,4.58903,1012464,98.74%,700,701,875,11695.5,108132,2.46422,1.81649,520,10,0,0
MRC: Qualifier Lobby L9,103597174,12595640,leeian,Grant Imahara,2510762,Sakura no Uta,,6.33815,975991,99.29%,1298,1299,357,13101,114878,3.30298,2.69249,923,10,0,0
MRC: Qualifier Lobby L9,103597174,12058601,Squinkiezi,El Gato,2510762,Sakura no Uta,,6.33815,497964,97.95%,663,1299,7978,8151.81,35536,3.30298,2.69249,909,14,1,9
MRC: Qualifier Lobby L9,103597174,10781411,Vaizex,just for fun,2510762,Sakura no Uta,,6.33815,796056,99.11%,1110,1299,4394,9095.51,58629,3.30298,2.69249,922,7,2,2
MRC: Qualifier Lobby L9,103597174,12703302,Cureless,*dies in mahloola*,2510762,Sakura no Uta,,6.33815,208357,92.46%,318,1299,72088,4730.08,56571,3.30298,2.69249,849,38,6,40
MRC: Qualifier Lobby L9,103597174,2892260,Maytide,just for fun,2510762,Sakura no Uta,,6.33815,549452,93.62%,980,1299,33339,5966.19,46451,3.30298,2.69249,848,75,3,7
MRC: Qualifier Lobby L9,103597174,9728880,Gore_,El Gato,2510762,Sakura no Uta,,6.33815,735755,97.43%,1099,1299,5768,8650.72,46531,3.30298,2.69249,898,33,0,2
MRC: Qualifier Lobby L9,103597174,20188565,itemed,*dies in mahloola*,2510762,Sakura no Uta,,6.33815,230535,93.85%,230,1299,29639,6145.98,31450,3.30298,2.69249,867,22,8,36
MRC: Qualifier Lobby L9,103597174,4415285,ThePro365,Grant Imahara,2510762,Sakura no Uta,,6.33815,666948,99.57%,903,1299,592,12331.5,192487,3.30298,2.69249,928,3,0,2
